ID ,SC,RAZON,FIn,Fter,TASA,ZC,TM,Pt,CP,EC,Md,ISPknn,Plz,MFCZ
149,ACTIVO,ACTIVO,2024-04-04 00:00:00,2027-04-01 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56030,32,2024,7331.655,-0.527833046,-0.942623534
150,ACTIVO,RECUPERACION,2024-04-11 00:00:00,2027-04-08 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,Uber,11320,42,2024,8284.079667,-0.527833046,-0.838510723
151,ACTIVO,ACTIVO,2024-04-11 00:00:00,2027-04-08 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9220,57,2024,7399.129286,-0.527833046,-0.838510723
152,ACTIVO,ACTIVO,2024-04-11 00:00:00,2027-04-08 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54466,41,2024,8737.897905,-0.527833046,-0.838510723
153,ACTIVO,ACTIVO,2024-04-11 00:00:00,2027-04-08 00:00:00,30.75,TIJUANA,ICE,UBER,22223,57,2024,8693.166667,-0.527833046,-0.776042918
154,ACTIVO,RECUPERACION,2024-04-18 00:00:00,2027-04-15 00:00:00,29.75,JALISCO,ICE,UBER,45615,51,2024,7257.492714,-0.527833046,-1.103838732
155,ACTIVO,ACTIVO,2024-04-18 00:00:00,2027-04-15 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,10360,41,2024,8416.115714,-0.527833046,-0.85386135
156,ACTIVO,ACTIVO,2024-04-18 00:00:00,2027-04-15 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54434,40,2024,7991.668714,-0.527833046,-0.85386135
157,ACTIVO,ACTIVO,2024-04-18 00:00:00,2027-04-15 00:00:00,26,TIJUANA,HEV,UBER,22645,43,2024,7378.607,-0.527833046,-0.233353014
158,TERMINADO,TERMINADO,2024-04-19 00:00:00,2025-12-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,57000,54,2020,7112.531,-2.928701488,-2.319685196
159,QUEBRANTADO,DEMANDA,2024-04-25 00:00:00,2025-01-02 00:00:00,30.75,BAJA CALIFORNIA,ICE,UBER,22474,50,2024,7878.140833,-4.143955885,-1.24186063
160,ACTIVO,ACTIVO,2024-04-25 00:00:00,2027-04-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56607,26,2024,8042.38619,-0.527833046,-0.838197499
161,ACTIVO,RECUPERACION,2024-04-25 00:00:00,2027-04-22 00:00:00,29.75,JALISCO,ICE,UBER,44300,51,2024,7257.492714,-0.527833046,-1.103838732
162,REESTRUCTURADO,ACTIVO,2024-04-25 00:00:00,2025-03-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,57740,22,2024,8252.967286,-0.527833046,-0.737318197
163,ACTIVO,ACTIVO,2024-04-25 00:00:00,2027-04-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,52940,26,2024,8042.38619,-0.527833046,-0.838197499
164,ACTIVO,ACTIVO,2024-04-25 00:00:00,2027-04-22 00:00:00,29.75,JALISCO,ICE,UBER,45686,33,2024,7493.506667,-0.527833046,-1.103838732
165,ACTIVO,ACTIVO,2024-04-25 00:00:00,2027-04-22 00:00:00,29.75,NUEVO LEON,ICE,UBER,64780,46,2024,9398.182367,-0.527833046,-1.003913672
166,ACTIVO,RECUPERACION,2024-04-25 00:00:00,2027-04-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56335,30,2024,8042.38619,-0.527833046,-0.838197499
167,ACTIVO,ACTIVO,2024-04-25 00:00:00,2027-04-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,2129,49,2024,8350.611857,-0.527833046,-0.838197499
168,REESTRUCTURADO,ACTIVO,2024-04-29 00:00:00,2025-03-07 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55029,43,2024,7908.693619,1.013465213,0.952289558
169,ACTIVO,ACTIVO,2024-04-30 00:00:00,2027-04-27 00:00:00,30.75,TIJUANA,ICE,UBER,22163,43,2024,8873.917143,-0.527833046,-0.77462272
170,ACTIVO,ACTIVO,2024-04-30 00:00:00,2027-04-27 00:00:00,29.75,NUEVO LEON,ICE,UBER,66119,61,2024,9398.182367,-0.527833046,-1.003913672
171,ACTIVO,ACTIVO,2024-04-30 00:00:00,2027-04-27 00:00:00,30.75,TIJUANA,ICE,UBER,22164,47,2024,8873.917143,-0.527833046,-0.77462272
172,ACTIVO,ACTIVO,2024-05-01 00:00:00,2027-04-28 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,53490,43,2024,8914.823095,-0.527833046,-0.838197499
173,ACTIVO,PERDIDA O ROBO TOTAL,2024-05-08 00:00:00,2027-05-05 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55883,31,2024,8073.779762,-0.527833046,-0.838197499
174,ACTIVO,ACTIVO,2024-05-08 00:00:00,2027-05-05 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,57000,48,2024,8350.611857,-0.527833046,-0.838197499
175,ACTIVO,ACTIVO,2024-05-08 00:00:00,2027-05-05 00:00:00,29.75,JALISCO,ICE,UBER,44720,37,2024,8077.349,-0.527833046,-1.103838732
176,ACTIVO,RECUPERACION,2024-05-08 00:00:00,2027-05-05 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,6240,29,2024,8042.38619,-0.527833046,-0.838197499
177,ACTIVO,ACTIVO,2024-05-10 00:00:00,2028-05-05 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9680,59,2024,8174.194857,1.013465213,0.952289558
178,QUEBRANTADO,DEMANDA,2024-05-16 00:00:00,2025-12-24 00:00:00,29.75,NUEVO LEON,ICE,UBER,66612,55,2024,8226.494324,-2.72121903,-1.006440843
179,ACTIVO,RECUPERACION,2024-05-16 00:00:00,2027-05-13 00:00:00,29.75,NUEVO LEON,ICE,UBER,64949,54,2024,8226.494324,-0.527833046,-1.006440843
180,ACTIVO,ACTIVO,2024-05-16 00:00:00,2027-05-13 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55127,59,2024,7285.039143,-0.527833046,-0.838197499
181,ACTIVO,ACTIVO,2024-05-16 00:00:00,2027-05-13 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,2100,39,2024,7331.655,-0.527833046,-0.942623534
182,ACTIVO,RECUPERACION,2024-05-16 00:00:00,2027-05-13 00:00:00,29.75,JALISCO,ICE,UBER,45653,43,2024,8100.769333,-0.527833046,-1.103838732
183,ACTIVO,ACTIVO,2024-05-17 00:00:00,2028-05-12 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,4919,44,2024,5650.636333,1.013465213,0.758187341
184,ACTIVO,ACTIVO,2024-05-17 00:00:00,2028-05-12 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9630,53,2024,5801.331,1.013465213,0.794909359
185,ACTIVO,ACTIVO,2024-05-21 00:00:00,2027-05-18 00:00:00,30.75,TIJUANA,ICE,UBER,22170,44,2024,10359.69933,-0.527833046,-0.778931796
186,ACTIVO,ACTIVO,2024-05-21 00:00:00,2027-05-18 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,52760,41,2024,8965.667429,-0.527833046,-0.838197499
187,ACTIVO,RECUPERACION,2024-05-21 00:00:00,2027-05-18 00:00:00,30.75,BAJA CALIFORNIA,ICE,UBER,22126,32,2024,10359.69933,-0.527833046,-0.778931796
188,ACTIVO,ACTIVO,2024-05-21 00:00:00,2027-05-18 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,13273,37,2024,8104.49225,-0.527833046,-0.522755961
189,ACTIVO,ACTIVO,2024-05-21 00:00:00,2027-05-18 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54803,44,2024,8923.405333,-0.527833046,-0.838197499
190,TERMINADO,PERDIDA O ROBO TOTAL,2024-05-21 00:00:00,2025-06-09 00:00:00,29.75,JALISCO,ICE,UBER,44768,24,2024,6663.364762,-0.527833046,-1.103838732
191,ACTIVO,ACTIVO,2024-05-21 00:00:00,2027-05-18 00:00:00,30.75,TIJUANA,ICE,UBER,22204,41,2024,10359.69933,-0.527833046,-0.778931796
192,ACTIVO,ACTIVO,2024-05-21 00:00:00,2027-05-18 00:00:00,29.75,JALISCO,ICE,UBER,45400,49,2024,7257.492714,-0.527833046,-1.103838732
193,ACTIVO,ACTIVO,2024-05-24 00:00:00,2028-05-19 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7540,43,2024,6486.646714,1.013465213,0.899829532
194,ACTIVO,ACTIVO,2024-05-24 00:00:00,2028-05-19 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,11260,51,2024,6313.24319,1.013465213,0.952289558
195,ACTIVO,ACTIVO,2024-05-24 00:00:00,2028-05-19 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,8930,42,2024,7201.019333,1.013465213,0.847369386
196,ACTIVO,ACTIVO,2024-05-24 00:00:00,2028-05-19 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,52928,39,2024,7201.019333,1.013465213,0.847369386
197,ACTIVO,RECUPERACION,2024-05-29 00:00:00,2027-05-26 00:00:00,29.75,NUEVO LEON,ICE,UBER,66084,46,2024,9665.918238,-0.527833046,-0.810904576
198,ACTIVO,RECUPERACION,2024-05-29 00:00:00,2027-05-26 00:00:00,30.75,TIJUANA,ICE,UBER,22170,30,2024,10359.69933,-0.527833046,-0.778931796
199,REESTRUCTURADO,ACTIVO,2024-05-29 00:00:00,2024-08-14 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,52929,59,2024,7408.75081,-0.527833046,-0.554663183
200,QUEBRANTADO,DEMANDA,2024-05-29 00:00:00,2025-04-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55712,30,2024,7417.230095,-3.906833076,-0.830981633
201,ACTIVO,ACTIVO,2024-05-29 00:00:00,2027-05-26 00:00:00,29.75,JALISCO,ICE,UBER,44720,46,2024,7832.542524,-0.527833046,-1.103838732
202,ACTIVO,ACTIVO,2024-05-29 00:00:00,2027-05-26 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,52985,56,2024,10748.25933,-0.527833046,-0.935407668
203,ACTIVO,RECUPERACION,2024-05-29 00:00:00,2027-05-26 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,Uber,14710,30,2024,7417.230095,-0.527833046,-0.830981633
204,ACTIVO,RECUPERACION,2024-05-29 00:00:00,2027-05-26 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,3104,37,2024,7467.336381,-0.527833046,-0.830981633
205,ACTIVO,ACTIVO,2024-05-31 00:00:00,2028-05-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,52977,57,2024,8174.194857,1.013465213,0.952289558
206,ACTIVO,ACTIVO,2024-05-31 00:00:00,2028-05-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55710,54,2024,10239.83338,1.013465213,0.483131103
207,ACTIVO,ACTIVO,2024-05-31 00:00:00,2028-05-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55630,44,2024,7635.109286,1.013465213,0.952289558
208,ACTIVO,ACTIVO,2024-05-31 00:00:00,2028-05-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,6470,57,2024,8174.194857,1.013465213,0.952289558
209,QUEBRANTADO,DEMANDA,2024-05-31 00:00:00,2025-12-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55763,29,2024,6486.646714,-2.810140084,0.899829532
210,ACTIVO,ACTIVO,2024-05-31 00:00:00,2028-05-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56570,49,2024,7372.967381,1.013465213,0.826385375
211,ACTIVO,ACTIVO,2024-06-07 00:00:00,2028-06-02 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56644,38,2024,7589.136333,1.013465213,0.56210929
212,ACTIVO,ACTIVO,2024-06-07 00:00:00,2028-06-02 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,2710,39,2024,8040.440381,1.013465213,0.991824507
213,ACTIVO,ACTIVO,2024-06-07 00:00:00,2028-06-02 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9000,49,2024,7391.771667,1.013465213,0.991824507
214,ACTIVO,ACTIVO,2024-06-07 00:00:00,2028-06-02 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55055,51,2024,7395.869333,1.013465213,0.991824507
215,QUEBRANTADO,DEMANDA,2024-06-07 00:00:00,2025-05-07 00:00:00,29.75,JALISCO,ICE,UBER,44250,38,2024,7714.918333,-3.788271672,-1.103838732
216,ACTIVO,ACTIVO,2024-06-07 00:00:00,2027-06-04 00:00:00,28.75,CDMX Y AREA METROPOLITANA,HEV,UBER,9800,44,2024,7626.155095,-0.527833046,-0.248521534
217,ACTIVO,ACTIVO,2024-06-14 00:00:00,2028-06-09 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,10320,38,2024,7216.481714,1.013465213,0.991824507
218,ACTIVO,ACTIVO,2024-06-14 00:00:00,2028-06-09 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,16610,32,2024,7467.839762,1.013465213,0.886904334
219,ACTIVO,ACTIVO,2024-06-14 00:00:00,2027-06-11 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,13420,35,2024,7594.420524,-0.527833046,-0.838197499
220,ACTIVO,ACTIVO,2024-06-14 00:00:00,2027-06-11 00:00:00,30.75,TIJUANA,ICE,UBER,22457,47,2024,8694.683333,-0.527833046,-0.766724519
221,ACTIVO,ACTIVO,2024-06-21 00:00:00,2028-06-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14420,40,2024,8040.440381,1.013465213,0.991824507
222,ACTIVO,ACTIVO,2024-06-21 00:00:00,2028-06-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14030,48,2024,7467.839762,1.013465213,0.886904334
223,ACTIVO,RECUPERACION,2024-06-21 00:00:00,2028-06-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55763,24,2025,7497.135667,1.013465213,0.991824507
224,ACTIVO,ACTIVO,2024-06-21 00:00:00,2028-06-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7839,38,2024,7216.481714,1.013465213,0.991824507
225,ACTIVO,ACTIVO,2024-06-21 00:00:00,2028-06-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56383,31,2024,6794.947,1.013465213,0.834444308
226,ACTIVO,ACTIVO,2024-06-21 00:00:00,2028-06-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55067,39,2024,7467.839762,1.013465213,0.886904334
227,ACTIVO,RECUPERACION,2024-06-21 00:00:00,2027-06-18 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,Uber,52773,32,2024,7966.791333,-0.527833046,-0.838197499
228,ACTIVO,RECUPERACION,2024-06-21 00:00:00,2027-06-18 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55720,53,2024,7285.039143,-0.527833046,-0.838197499
229,ACTIVO,ACTIVO,2024-06-21 00:00:00,2027-06-18 00:00:00,30.75,TIJUANA,ICE,UBER,22414,35,2024,8794.959667,-0.527833046,-0.766724519
230,ACTIVO,RECUPERACION,2024-06-21 00:00:00,2027-06-18 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,Uber,9200,56,2024,7467.336381,-0.527833046,-0.830981633
231,ACTIVO,RECUPERACION,2024-06-21 00:00:00,2027-03-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56366,41,2023,8747.293143,-0.913157611,-1.27786652
232,ACTIVO,ACTIVO,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14420,43,2025,7026.7915,1.013465213,0.991824507
233,ACTIVO,ACTIVO,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,14230,25,2025,7497.135667,1.013465213,0.991824507
234,ACTIVO,ACTIVO,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,11320,48,2025,7218.344667,1.013465213,0.991824507
235,ACTIVO,ACTIVO,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,53217,53,2024,7631.923667,1.013465213,0.991824507
236,ACTIVO,ACTIVO,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,53410,36,2025,6295.24481,1.013465213,0.991824507
237,ACTIVO,RECUPERACION,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,43802,36,2024,6295.24481,1.013465213,0.991824507
238,QUEBRANTADO,DEMANDA,2024-06-28 00:00:00,2025-12-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54474,35,2024,6599.464429,-2.899061137,0.991824507
239,ACTIVO,ACTIVO,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,57100,46,2025,7032.486167,1.013465213,0.991824507
240,QUEBRANTADO,DEMANDA,2024-06-28 00:00:00,2025-04-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9208,32,2024,7887.210714,-4.025394481,-0.856889704
241,ACTIVO,ACTIVO,2024-06-28 00:00:00,2027-06-25 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54954,38,2024,7887.210714,-0.527833046,-0.856889704
242,ACTIVO,ACTIVO,2024-06-28 00:00:00,2027-06-25 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,16500,42,2024,8670.259619,-0.527833046,-0.838197499
243,ACTIVO,RECUPERACION,2024-06-28 00:00:00,2027-06-25 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56366,56,2024,7285.039143,-0.527833046,-0.838197499
244,ACTIVO,RECUPERACION,2024-06-28 00:00:00,2027-06-25 00:00:00,30.75,TIJUANA,ICE,UBER,22635,39,2024,8199.415714,-0.527833046,-0.871150434
245,ACTIVO,ACTIVO,2024-06-28 00:00:00,2027-06-25 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9920,46,2024,9405.026333,-0.527833046,-0.163603545
246,ACTIVO,ACTIVO,2024-06-28 00:00:00,2027-06-25 00:00:00,29.75,JALISCO,ICE,UBER,45402,34,2024,8277.267,-0.527833046,-0.453514601
247,ACTIVO,ACTIVO,2024-06-28 00:00:00,2027-06-25 00:00:00,30.75,TIJUANA,ICE,UBER,22110,53,2024,7640.118952,-0.527833046,-0.116509055
248,ACTIVO,RECUPERACION,2024-07-05 00:00:00,2028-06-30 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56337,29,2025,7497.135667,1.013465213,0.991824507
249,ACTIVO,ACTIVO,2024-07-05 00:00:00,2027-07-02 00:00:00,29.75,JALISCO,ICE,UBER,45653,41,2024,8100.769333,-0.527833046,-1.103838732
250,ACTIVO,ACTIVO,2024-07-05 00:00:00,2027-07-02 00:00:00,30.75,TIJUANA,ICE,UBER,22253,30,2024,8794.959667,-0.527833046,-0.766724519
251,ACTIVO,RECUPERACION,2024-07-05 00:00:00,2027-07-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,7890,29,2024,8397.227048,-0.527833046,-0.873597837
252,ACTIVO,ACTIVO,2024-07-05 00:00:00,2027-07-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,57000,36,2024,9405.026333,-0.527833046,-0.163603545
253,ACTIVO,ACTIVO,2024-07-05 00:00:00,2027-07-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,HEV,UBER,55280,49,2024,7557.971667,-0.527833046,-0.248521534
254,ACTIVO,ACTIVO,2024-07-12 00:00:00,2028-07-07 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56530,52,2025,7770.080333,1.013465213,0.991824507
255,ACTIVO,RECUPERACION,2024-07-12 00:00:00,2027-07-09 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9100,43,2024,7887.210714,-0.527833046,-0.857933985
256,REESTRUCTURADO,ACTIVO,2024-07-12 00:00:00,2024-11-26 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,Uber,9850,33,2024,7887.210714,-0.527833046,-0.857933985
257,ACTIVO,ACTIVO,2024-07-12 00:00:00,2027-07-09 00:00:00,30.75,TIJUANA,ICE,UBER,22163,29,2024,8794.959667,-0.527833046,-0.766724519
258,ACTIVO,ACTIVO,2024-07-12 00:00:00,2027-07-09 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54110,47,2024,9405.026333,-0.527833046,-0.163603545
259,ACTIVO,ACTIVO,2024-07-19 00:00:00,2028-07-14 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,9760,29,2025,8093.48,1.013465213,0.495836935
260,ACTIVO,ACTIVO,2024-07-19 00:00:00,2028-07-14 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,1830,58,2025,8484.652048,1.013465213,1.181912722
261,ACTIVO,RECUPERACION,2024-07-19 00:00:00,2027-07-16 00:00:00,30.75,TIJUANA,ICE,UBER,22246,33,2024,8662.939095,-0.527833046,-0.752761848
262,ACTIVO,ACTIVO,2024-07-19 00:00:00,2027-07-16 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56615,35,2024,7234.686238,-0.527833046,-0.843247064
263,ACTIVO,ACTIVO,2024-07-19 00:00:00,2027-07-16 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,3500,23,2024,7804.245333,-0.527833046,-0.146514242
264,ACTIVO,ACTIVO,2024-07-22 00:00:00,2027-07-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,4369,55,2024,7901.063571,-0.527833046,-0.844295047
265,ACTIVO,ACTIVO,2024-07-22 00:00:00,2027-07-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55767,60,2024,8239.531476,-0.527833046,-0.147562105
266,ACTIVO,ACTIVO,2024-07-22 00:00:00,2027-07-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,1650,37,2024,8595.50281,-0.527833046,-0.147562105
267,ACTIVO,RECUPERACION,2024-07-26 00:00:00,2028-07-21 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,6240,33,2025,8035.306952,1.013465213,1.181912722
268,ACTIVO,RECUPERACION,2024-07-26 00:00:00,2028-07-21 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55637,52,2025,8963.427181,1.013465213,1.076498412
269,ACTIVO,ACTIVO,2024-07-26 00:00:00,2028-07-21 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9450,53,2025,8484.652048,1.013465213,1.181912722
270,ACTIVO,RECUPERACION,2024-07-31 00:00:00,2028-07-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55060,54,2025,7768.225619,1.013465213,2.667895781
271,ACTIVO,RECUPERACION,2024-07-31 00:00:00,2028-07-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,53250,47,2025,8502.668,1.013465213,-0.478332895
272,ACTIVO,ACTIVO,2024-07-31 00:00:00,2028-07-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7100,62,2025,7768.225619,1.013465213,2.667895781
273,ACTIVO,ACTIVO,2024-07-31 00:00:00,2027-07-28 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,2400,47,2024,7817.594619,-0.527833046,-0.844120821
274,ACTIVO,ACTIVO,2024-08-09 00:00:00,2028-08-04 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,1610,27,2025,8963.427181,1.013465213,1.074868164
275,REESTRUCTURADO,ACTIVO,2024-08-09 00:00:00,2025-06-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56343,52,2025,8663.983286,1.013465213,1.180282474
276,ACTIVO,RECUPERACION,2024-08-09 00:00:00,2027-08-06 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,5219,44,2024,7741.445429,-0.527833046,-0.844120821
277,ACTIVO,ACTIVO,2024-08-09 00:00:00,2027-08-06 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,10368,43,2024,8910.351476,-0.527833046,-0.147355398
278,ACTIVO,ACTIVO,2024-08-09 00:00:00,2027-08-06 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,7164,45,2024,8910.351476,-0.527833046,-0.147355398
279,ACTIVO,RECUPERACION,2024-08-16 00:00:00,2028-08-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7420,43,2025,7017.999667,1.013465213,1.158902245
280,ACTIVO,RECUPERACION,2024-08-16 00:00:00,2027-08-13 00:00:00,30.75,TIJUANA,ICE,UBER,22185,36,2024,7606.879952,-0.527833046,-0.847756637
281,ACTIVO,ACTIVO,2024-08-16 00:00:00,2027-08-13 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,50150,56,2024,7214.636143,-0.527833046,-0.948917399
282,ACTIVO,RECUPERACION,2024-08-23 00:00:00,2027-08-20 00:00:00,29.75,JALISCO,ICE,UBER,45860,36,2024,8038.195667,-0.527833046,-1.052333067
283,TERMINADO,RECUPERACION,2024-08-30 00:00:00,2025-06-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,52940,46,2025,6516.681476,1.013465213,0.266661457
284,ACTIVO,RECUPERACION,2024-08-30 00:00:00,2028-08-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,9410,43,2025,7655.660333,1.013465213,0.948073626
285,ACTIVO,RECUPERACION,2024-08-30 00:00:00,2028-08-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,55726,41,2025,7655.660333,1.013465213,0.949549112
286,ACTIVO,RECUPERACION,2024-08-30 00:00:00,2028-08-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,52774,29,2025,7846.453667,1.013465213,0.948073626
287,ACTIVO,RECUPERACION,2024-08-30 00:00:00,2028-08-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,16000,55,2025,7655.660333,1.013465213,0.948073626
288,ACTIVO,RECUPERACION,2024-08-30 00:00:00,2028-08-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,16600,34,2025,8637.048571,1.013465213,0.652913701
289,ACTIVO,RECUPERACION,2024-08-30 00:00:00,2028-08-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,7320,38,2025,7377.231143,1.013465213,0.779410897
290,REESTRUCTURADO,ACTIVO,2024-08-30 00:00:00,2024-10-17 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,4380,22,2025,7126.974381,1.013465213,1.494774308
291,ACTIVO,ACTIVO,2024-08-30 00:00:00,2027-08-27 00:00:00,29.75,JALISCO,ICE,UBER,45410,32,2024,7927.664,-0.527833046,-1.046883582
